date,daily_return,daily_return_2,outlier_iqr,outlier_z,daily_return_winsorized
2022-01-03,0.0012626589002131,0.0038336934339156,False,False,0.0012626589002131
2022-01-04,-0.020046280788065,-0.0095062783249389,False,False,-0.020046280788065
2022-01-05,0.0047390111132635,-0.0005351063022975,False,False,0.0047390111132635
2022-01-06,0.0099531128957209,0.0125394485602716,False,False,0.0099531128957209
2022-01-07,0.0088719046822788,0.009840016332263,False,False,0.0088719046822788
2022-01-10,0.017366389297816,-7.079706266681536e-05,False,False,0.017366389297816
2022-01-11,-0.0026169829012876,-0.0028590605180358,False,False,-0.0026169829012876
2022-01-12,-0.0051210133839904,0.0020455161440836,False,False,-0.0051210133839904
2022-01-13,-1.3249549547560786e-05,-0.0015812533023288,False,False,-1.3249549547560786e-05
2022-01-14,-0.0058778315251463,0.0018378313896906,False,False,-0.0058778315251463
2022-01-17,0.0202125699750664,0.012290552616776,False,False,0.0202125699750664
2022-01-18,0.0100231025062365,0.018640135211289,False,False,0.0100231025062365
2022-01-19,-0.0196881233930282,-0.0126873913954203,False,False,-0.0196881233930282
2022-01-20,-0.0028804934084964,-0.0059380877572902,False,False,-0.0028804934084964
2022-01-21,0.0038983961385767,0.0027220416258739,False,False,0.0038983961385767
2022-01-24,-0.0192528228710829,-0.0149078578354674,False,False,-0.0192528228710829
2022-01-25,0.0116487653588036,0.0054034621649986,False,False,0.0116487653588036
2022-01-26,-0.0062344804707405,-0.0068674732304134,False,False,-0.0062344804707405
2022-01-27,-0.0124222990072718,-0.0127415426554239,False,False,-0.0124222990072718
2022-01-28,-0.0040002744173775,0.002880525704566,False,False,-0.0040002744173775
2022-01-31,-0.0113229430358235,-0.0067713070789818,False,False,-0.0113229430358235
2022-02-01,0.0088126909247909,0.0063567634518856,False,False,0.0088126909247909
2022-02-02,0.0034133377551421,-0.0064305769344536,False,False,0.0034133377551421
2022-02-03,-0.0059664660420285,0.0031605143730314,False,False,-0.0059664660420285
2022-02-04,-0.0095636008190613,-0.0155582184343554,False,False,-0.0095636008190613
2022-02-07,-0.0001873224165654,-0.0012706708066465,False,False,-0.0001873224165654
2022-02-08,-0.013625602383837,-0.0079534352634179,False,False,-0.013625602383837
2022-02-09,9.990853491109512e-05,-0.0085014906355822,False,False,9.990853491109512e-05
2022-02-10,-0.0090522303563499,0.0026292390371967,False,False,-0.0090522303563499
2022-02-11,0.0019989599242205,-0.002109861754103,False,False,0.0019989599242205
2022-02-14,0.0082754176432204,0.0020694079797117,False,False,0.0082754176432204
2022-02-15,-0.0028858524983596,-0.0008595774059396,False,False,-0.0028858524983596
2022-02-16,-0.0004614369485849,0.0037175007353099,False,False,-0.0004614369485849
2022-02-17,0.0015059103606272,0.0035905294197839,False,False,0.0015059103606272
2022-02-18,0.0081820529560698,0.00078988258418,False,False,0.0081820529560698
2022-02-21,0.0071962384205011,0.0050485494545685,False,False,0.0071962384205011
2022-02-22,0.004177830887425,0.002053538352264,False,False,0.004177830887425
2022-02-23,0.0031528234350605,0.0065984903846311,False,False,0.0031528234350605
2022-02-24,-0.0131537308317849,-0.0020055468556504,False,False,-0.0131537308317849
2022-02-25,-0.0218599479107206,-0.012991461632334,False,False,-0.02059038092486168
2022-02-28,-0.0130541329482468,-0.006307480955904,False,False,-0.0130541329482468
2022-03-02,-0.0002327278875444,-0.0001719202840761,False,False,-0.0002327278875444
2022-03-03,-0.0084417889644122,-0.0039907412710607,False,False,-0.0084417889644122
2022-03-04,0.0040767443089659,0.008658173390731,False,False,0.0040767443089659
2022-03-07,-0.0005085340002247,0.0004294128171681,False,False,-0.0005085340002247
2022-03-08,0.0048792617423875,0.0043903495603919,False,False,0.0048792617423875
2022-03-09,0.0055311068102818,0.0001634110333252,False,False,0.0055311068102818
2022-03-10,-0.0106609315378279,-0.0084417932353941,False,False,-0.0106609315378279
2022-03-11,-0.0093601422804323,-0.0054291989630681,False,False,-0.0093601422804323
2022-03-14,0.0096918179643791,0.010484440014981,False,False,0.0096918179643791
2022-03-15,-0.0113339610911957,-0.0136933860381078,False,False,-0.0113339610911957
2022-03-16,0.0009452002099567,-0.0010727831708833,False,False,0.0009452002099567
2022-03-17,-0.0073140973844875,-0.002429428936516,False,False,-0.0073140973844875
2022-03-18,0.0027956390227616,0.0054189921869004,False,False,0.0027956390227616
2022-03-21,0.0064840198835083,0.0046930893877579,False,False,0.0064840198835083
2022-03-22,-0.0076007004866776,-0.0076208842837164,False,False,-0.0076007004866776
2022-03-23,0.0103540420712776,0.0096549032296536,False,False,0.0103540420712776
2022-03-24,-0.0086083400546178,-0.0042545779214459,False,False,-0.0086083400546178
2022-03-25,-0.0093112893052226,-0.003246482711511,False,False,-0.0093112893052226
2022-03-28,-0.0038037297801856,-0.0058607941817645,False,False,-0.0038037297801856
2022-03-29,-0.0002980491714198,0.0009386090164932,False,False,-0.0002980491714198
2022-03-30,-0.0093846983540618,-0.0067785886999334,False,False,-0.0093846983540618
2022-04-01,-0.0094558111602145,-0.0116471380544418,False,False,-0.0094558111602145
2022-04-04,0.0013458224978229,-0.0052655003244414,False,False,0.0013458224978229
2022-04-05,0.003725372819676,-0.0060834500738317,False,False,0.003725372819676
2022-04-06,-0.0006644555609353,0.0060428743657333,False,False,-0.0006644555609353
2022-04-07,0.0257079558955734,0.0122984591534934,False,False,0.020796503334505653
2022-04-08,0.0046100788257864,0.0125424247507841,False,False,0.0046100788257864
2022-04-11,-0.0098594399540566,-0.0153896190223198,False,False,-0.0098594399540566
2022-04-12,-0.001536960408325,-0.0021653524265004,False,False,-0.001536960408325
2022-04-13,0.0024309468015976,0.0079334185984464,False,False,0.0024309468015976
2022-04-14,0.0053449508417412,-0.0031787459777994,False,False,0.0053449508417412
2022-04-15,0.0062520168297239,-0.0024022320206874,False,False,0.0062520168297239
2022-04-18,0.0040600288611061,0.004127456936031,False,False,0.0040600288611061
2022-04-19,-0.0069097990001562,-0.0015944516249384,False,False,-0.0069097990001562
2022-04-20,0.0137441724758026,0.0084985712806756,False,False,0.0137441724758026
2022-04-21,0.0105838513051858,0.0022887443792657,False,False,0.0105838513051858
2022-04-22,-0.0009872271561994,-0.0013263167057224,False,False,-0.0009872271561994
2022-04-25,-0.0057663120940993,0.0068017331676782,False,False,-0.0057663120940993
2022-04-26,0.0065794022783121,0.0096745034273522,False,False,0.0065794022783121
2022-04-27,-0.000927202381917,-0.0001739218376142,False,False,-0.000927202381917
2022-04-28,-0.0119017157438815,-0.0114443067734105,False,False,-0.0119017157438815
2022-04-29,0.0078414808569606,0.002766393617195,False,False,0.0078414808569606
2022-05-05,0.0123352889615128,0.0032958596286447,False,False,0.0123352889615128
2022-05-10,0.0046807029983263,-0.0048463911168645,False,False,0.0046807029983263
2022-05-13,0.0100360318015398,0.0116735825954683,False,False,0.0100360318015398
2022-05-16,0.0113072644644008,-0.0004246296416949,False,False,0.0113072644644008
2022-05-17,0.005600396921921,-7.378741830233685e-05,False,False,0.005600396921921
2022-05-18,-0.0061839730066408,-0.0013797203889586,False,False,-0.0061839730066408
2022-05-19,-0.0022479871919341,-0.0041078193744165,False,False,-0.0022479871919341
2022-05-20,0.0221590145065306,0.0164079632527028,False,False,0.020796503334505653
2022-05-23,-0.0015425836280788,-0.0010612810346239,False,False,-0.0015425836280788
2022-05-24,0.0028760723580459,0.0079376424348144,False,False,0.0028760723580459
2022-05-25,0.0057936103141877,-0.0047932819914479,False,False,0.0057936103141877
2022-05-26,0.0093325023769218,0.0039074506707526,False,False,0.0093325023769218
2022-05-27,0.0166961828364364,0.01704576701325,False,False,0.0166961828364364
2022-05-30,0.0171723949902664,0.0046645952917485,False,False,0.0171723949902664
2022-05-31,-0.0025365050590572,0.0017118530670459,False,False,-0.0025365050590572
2022-06-01,-0.0116304859198147,-0.0105341013588054,False,False,-0.0116304859198147
2022-06-02,0.0053445146010527,0.000805778027073,False,False,0.0053445146010527
2022-06-03,-0.0140903085923991,-0.0019142080327461,False,False,-0.0140903085923991
2022-06-06,-0.0105976993488387,-0.0015762747802314,False,False,-0.0105976993488387
2022-06-07,-0.0044612249386614,0.0024477851622224,False,False,-0.0044612249386614
2022-06-08,-0.0116244901133998,-0.013450500057316,False,False,-0.0116244901133998
2022-06-09,-0.0062199229573386,-0.0020453063798759,False,False,-0.0062199229573386
2022-06-10,0.0060933125860829,0.0049844778628404,False,False,0.0060933125860829
